Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
58.65.214.29 - - [27/Oct/2025 04:14:11] "GET /bundles/6f661f6f3f18a5415d5a/init.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /bundles/6f661f6f3f18a5415d5a/styles.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /bundles/6f661f6f3f18a5415d5a/641.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /olm.3fc8dbf.wasm HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] code 404, message File not found
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /config.91.99.219.182.json?cachebuster=1761538452060 HTTP/1.1" 404 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /config.json?cachebuster=1761538452060 HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /bundles/6f661f6f3f18a5415d5a/element-web-app.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /bundles/6f661f6f3f18a5415d5a/theme-dark.css HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /i18n/languages.8705728.json HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /img/warning.30e1625.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /bundles/6f661f6f3f18a5415d5a/blurhash.worker.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /i18n/en_EN.cb5ed01.json HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:12] "GET /img/e2e/warning.d370b49.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:13] "GET /img/feather-customised/warning-triangle.12e6910.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:13] "GET /img/format/bold.1075338.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:13] "GET /img/format/code.ee67228.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:13] "GET /img/format/italics.395da20.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:13] "GET /img/format/strikethrough.bc12eda.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:13] "GET /img/format/quote.69dadd8.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:14] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.css HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:14] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:14] "GET /themes/element/img/logos/element-logo.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:14] "GET /themes/element/img/download/apple.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:14] "GET /themes/element/img/download/google.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:14] "GET /themes/element/img/download/fdroid.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:15] "GET /vector-icons/favicon.ae636ac.ico HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:15] "GET /media/message.ogg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:15] "GET /media/ring.ogg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:15] "GET /media/ringback.ogg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:15] "GET /media/callend.ogg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:15] "GET /media/busy.ogg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:15] "GET /media/error.ogg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 04:14:21] code 404, message File not found
58.65.214.29 - - [27/Oct/2025 04:14:21] "GET /config.91.99.219.182.json?cachebuster=1761538461557 HTTP/1.1" 404 -
58.65.214.29 - - [27/Oct/2025 04:14:21] "GET /config.json?cachebuster=1761538461557 HTTP/1.1" 200 -
62.36.115.223 - - [27/Oct/2025 04:22:19] "GET /version HTTP/1.1" 304 -
62.36.115.223 - - [27/Oct/2025 05:47:36] "GET /version HTTP/1.1" 304 -
62.36.115.223 - - [27/Oct/2025 05:57:36] "GET /version HTTP/1.1" 304 -
13.43.86.105 - - [27/Oct/2025 07:09:42] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
62.36.115.223 - - [27/Oct/2025 07:27:48] "GET /version HTTP/1.1" 304 -
62.36.115.223 - - [27/Oct/2025 08:03:48] "GET /version HTTP/1.1" 304 -
62.36.115.223 - - [27/Oct/2025 08:19:13] "GET /version HTTP/1.1" 304 -
62.36.115.223 - - [27/Oct/2025 08:44:21] "GET /version HTTP/1.1" 304 -
62.36.115.223 - - [27/Oct/2025 09:09:37] "GET /version HTTP/1.1" 304 -
62.36.115.223 - - [27/Oct/2025 09:19:37] "GET /version HTTP/1.1" 304 -
89.248.167.131 - - [27/Oct/2025 09:27:17] "GET / HTTP/1.1" 200 -
89.248.167.131 - - [27/Oct/2025 09:27:18] "GET /vector-icons/favicon.ae636ac.ico HTTP/1.1" 200 -
89.248.167.131 - - [27/Oct/2025 09:27:27] code 400, message Bad request syntax ('\\x00\\x00\\x00\\x01\\x07')
89.248.167.131 - - [27/Oct/2025 09:27:27] "\x00\x00\x00\x01\x07" 400 -
3.130.96.91 - - [27/Oct/2025 09:28:20] "GET / HTTP/1.1" 200 -
149.88.19.87 - - [27/Oct/2025 09:29:37] "GET /version HTTP/1.1" 304 -
3.130.96.91 - - [27/Oct/2025 09:30:47] "GET / HTTP/1.1" 200 -
3.130.96.91 - - [27/Oct/2025 09:32:01] code 400, message Bad request version ('À\\x14À')
3.130.96.91 - - [27/Oct/2025 09:32:01] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03m\x8cÃ\x00½¼ÊÝ\x8dEÆ¹Úg\x1fyëô.ugmw¨º¶ñ>ð[qk\x00\x00\x1aÀ/À+À\x11À\x07À\x13À\x09À\x14À" 400 -
3.130.96.91 - - [27/Oct/2025 09:34:12] code 400, message Bad request syntax ('SSH-2.0-Go')
3.130.96.91 - - [27/Oct/2025 09:34:12] "SSH-2.0-Go" 400 -
3.130.96.91 - - [27/Oct/2025 09:36:53] code 400, message Bad request version ('À\\x14À')
3.130.96.91 - - [27/Oct/2025 09:36:53] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03Y\x98\x98IF\x03x2^Cj\x9a\x078¨ïB¿úB,}ÑÚ\x85#4\x90zÛx\x8c\x00\x00\x1aÀ/À+À\x11À\x07À\x13À\x09À\x14À" 400 -
149.88.19.87 - - [27/Oct/2025 09:39:37] "GET /version HTTP/1.1" 304 -
149.88.19.87 - - [27/Oct/2025 09:49:37] "GET /version HTTP/1.1" 304 -
52.59.253.249 - - [27/Oct/2025 10:15:12] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
35.176.77.6 - - [27/Oct/2025 11:25:34] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
143.105.152.197 - - [27/Oct/2025 13:57:04] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
143.105.152.197 - - [27/Oct/2025 13:57:52] "GET /bundles/6f661f6f3f18a5415d5a/641.js HTTP/1.1" 200 -
143.105.152.197 - - [27/Oct/2025 13:57:52] code 404, message File not found
143.105.152.197 - - [27/Oct/2025 13:57:52] "GET /config.91.99.219.182.json?cachebuster=1761573472189 HTTP/1.1" 404 -
143.105.152.197 - - [27/Oct/2025 13:57:52] "GET /olm.3fc8dbf.wasm HTTP/1.1" 200 -
143.105.152.197 - - [27/Oct/2025 13:57:52] "GET /config.json?cachebuster=1761573472190 HTTP/1.1" 200 -
143.105.152.197 - - [27/Oct/2025 13:57:53] "GET /bundles/6f661f6f3f18a5415d5a/theme-dark.css HTTP/1.1" 200 -
143.105.152.197 - - [27/Oct/2025 13:57:53] "GET /i18n/en_EN.cb5ed01.json HTTP/1.1" 200 -
147.185.133.89 - - [27/Oct/2025 15:29:48] "GET / HTTP/1.1" 200 -
149.88.19.87 - - [27/Oct/2025 16:24:42] "GET /version HTTP/1.1" 304 -
149.88.19.87 - - [27/Oct/2025 16:34:42] "GET /version HTTP/1.1" 304 -
149.88.19.87 - - [27/Oct/2025 16:44:42] "GET /version HTTP/1.1" 304 -
149.88.19.87 - - [27/Oct/2025 16:54:42] "GET /version HTTP/1.1" 304 -
127.0.0.1 - - [27/Oct/2025 16:58:43] code 404, message File not found
127.0.0.1 - - [27/Oct/2025 16:58:43] "GET /actuator/health HTTP/1.1" 404 -
149.88.19.87 - - [27/Oct/2025 17:04:42] "GET /version HTTP/1.1" 304 -
149.88.19.87 - - [27/Oct/2025 17:14:42] "GET /version HTTP/1.1" 304 -
149.88.19.87 - - [27/Oct/2025 17:24:42] "GET /version HTTP/1.1" 304 -
127.0.0.1 - - [27/Oct/2025 17:32:55] code 404, message File not found
127.0.0.1 - - [27/Oct/2025 17:32:55] "GET /actuator/health HTTP/1.1" 404 -
149.88.19.87 - - [27/Oct/2025 17:34:42] "GET /version HTTP/1.1" 304 -
127.0.0.1 - - [27/Oct/2025 17:35:26] code 404, message File not found
127.0.0.1 - - [27/Oct/2025 17:35:26] "GET /actuator/health HTTP/1.1" 404 -
58.65.214.29 - - [27/Oct/2025 19:31:24] "GET / HTTP/1.1" 304 -
58.65.214.29 - - [27/Oct/2025 19:31:24] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 19:31:31] code 404, message File not found
58.65.214.29 - - [27/Oct/2025 19:31:31] "GET /config.91.99.219.182.json?cachebuster=1761593490846 HTTP/1.1" 404 -
58.65.214.29 - - [27/Oct/2025 19:31:31] "GET /config.json?cachebuster=1761593490846 HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 19:38:30] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
----------------------------------------
Exception occurred during processing of request from ('58.65.214.29', 47743)
Traceback (most recent call last):
  File "/usr/lib/python3.10/socketserver.py", line 683, in process_request_thread
    self.finish_request(request, client_address)
  File "/usr/lib/python3.10/http/server.py", line 1304, in finish_request
    self.RequestHandlerClass(request, client_address, self,
  File "/usr/lib/python3.10/http/server.py", line 668, in __init__
    super().__init__(*args, **kwargs)
  File "/usr/lib/python3.10/socketserver.py", line 747, in __init__
    self.handle()
  File "/usr/lib/python3.10/http/server.py", line 433, in handle
    self.handle_one_request()
  File "/usr/lib/python3.10/http/server.py", line 421, in handle_one_request
    method()
  File "/usr/lib/python3.10/http/server.py", line 675, in do_GET
    self.copyfile(f, self.wfile)
  File "/usr/lib/python3.10/http/server.py", line 875, in copyfile
    shutil.copyfileobj(source, outputfile)
  File "/usr/lib/python3.10/shutil.py", line 198, in copyfileobj
    fdst_write(buf)
  File "/usr/lib/python3.10/socketserver.py", line 826, in write
    self._sock.sendall(b)
BrokenPipeError: [Errno 32] Broken pipe
----------------------------------------
100.29.190.242 - - [27/Oct/2025 19:40:08] "GET / HTTP/1.1" 200 -
34.79.200.193 - - [27/Oct/2025 19:48:34] "GET / HTTP/1.1" 200 -
13.89.124.208 - - [27/Oct/2025 20:26:49] code 400, message Bad request syntax ('\\x00\\x00\\x00\\x02\\x01\\x00')
13.89.124.208 - - [27/Oct/2025 20:26:49] "\x00\x00\x00\x02\x01\x00" 400 -
20.65.194.162 - - [27/Oct/2025 21:51:29] code 400, message Bad request syntax ('MGLNDD_91.99.219.182_8087')
20.65.194.162 - - [27/Oct/2025 21:51:29] "MGLNDD_91.99.219.182_8087" 400 -
58.65.214.29 - - [27/Oct/2025 23:46:00] "GET /img/download.a6b50e0.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:01] "GET /version HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /img/spinner/spinner-foreground.962dd16.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /img/spinner/spinner-background.334d97c.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /bundles/6f661f6f3f18a5415d5a/theme-light.css HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /welcome.html HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /themes/element/img/backgrounds/lake.jpg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /img/feather-customised/dropdown-arrow.df9edbf.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /img/matrix.d1fcad6.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /welcome/images/icon-create-account.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:46:04] "GET /welcome/images/icon-sign-in.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:47:53] "GET /img/element-icons/i.c781d86.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:47:57] "GET /img/cancel.12c5c12.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:47:57] "GET /img/external-link.5014037.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:11] "GET /bundles/6f661f6f3f18a5415d5a/indexeddb.worker.js HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:16] "GET /img/element-icons/camera.6ef82ed.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:16] "GET /img/element-icons/feedback.94401b2.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:16] "GET /img/element-icons/group-members.483392b.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:16] "GET /img/element-icons/roomlist/plus.6bf6398.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:16] "GET /img/element-icons/context-menu.131c13c.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:16] "GET /img/feather-customised/chevron-down.663d060.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:17] "GET /img/element-icons/home.70cb677.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:17] "GET /img/element-icons/plus.baac2b4.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:17] "GET /img/element-icons/settings.0c529f2.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:17] "GET /img/element-icons/roomlist/explore.3bcee74.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:17] "GET /img/element-icons/roomlist/search.df3ab87.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:17] "GET /img/element-icons/notifications.b4d3969.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/room/composer/attach.faa1eed.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/image-view/more.9d7e5aa.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/circle-sent.8ba4da4.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/call/voice-call.0692925.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/room/invite.7232ec2.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/call/video-call.86ee0c8.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/room/search-inset.8f291bd.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/room/thread.b1c1a60.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/room/room-summary.a377754.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:18] "GET /img/element-icons/room/composer/emoji.fd84fe8.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:30] "GET /img/element-icons/send-message.c5b16f8.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:33] "GET /img/element-icons/room/composer/poll.6fe3947.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:33] "GET /img/element-icons/security.56b436c.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:33] "GET /img/element-icons/room/settings/advanced.20354e9.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:49:33] "GET /img/element-icons/room/settings/roles.fda529a.svg HTTP/1.1" 200 -
58.65.214.29 - - [27/Oct/2025 23:56:01] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [27/Oct/2025 23:59:34] "GET /img/feather-customised/secure-backup.6c0a137.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:00:32] "GET /img/e2e/normal.33e0430.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:00:43] "GET /img/element-icons/room/format-bar/strikethrough.661354b.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:00:43] "GET /img/element-icons/room/format-bar/quote.5fc8cc0.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:00:43] "GET /img/element-icons/link.3f7cd42.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:00:43] "GET /img/element-icons/room/format-bar/bold.b5a09da.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:00:43] "GET /img/element-icons/room/format-bar/italic.65b4e6b.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:00:43] "GET /img/element-icons/room/format-bar/code.c3acfbd.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:03:32] "GET /img/element-icons/circle-sending.3c01d11.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:03:35] "GET / HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:03:36] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:03:42] code 404, message File not found
58.65.214.29 - - [28/Oct/2025 00:03:42] "GET /config.91.99.219.182.json?cachebuster=1761609822534 HTTP/1.1" 404 -
58.65.214.29 - - [28/Oct/2025 00:03:42] "GET /config.json?cachebuster=1761609822534 HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:03:52] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:03:55] "GET /img/element-icons/roomlist/skeleton-ui.15f261b.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:03:56] "GET /img/element-icons/message/chevron-up.dabdada.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:11:49] "GET /img/element-icons/room/pin-upright.92d1884.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:11:49] "GET /img/element-icons/trashcan.3e3b8b7.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:11:49] "GET /img/element-icons/message/fwd.6612dfa.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:11:49] "GET /img/element-icons/room/share.069290e.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:11:53] "GET /img/feather-customised/trash.custom.cce34e6.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:13:52] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:22:35] "GET / HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:22:35] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:22:41] code 404, message File not found
58.65.214.29 - - [28/Oct/2025 00:22:41] "GET /config.91.99.219.182.json?cachebuster=1761610960765 HTTP/1.1" 404 -
58.65.214.29 - - [28/Oct/2025 00:22:41] "GET /config.json?cachebuster=1761610960765 HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:22:41] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:27:35] "GET / HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:27:35] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:27:40] code 404, message File not found
58.65.214.29 - - [28/Oct/2025 00:27:40] "GET /config.91.99.219.182.json?cachebuster=1761611259955 HTTP/1.1" 404 -
58.65.214.29 - - [28/Oct/2025 00:27:40] "GET /config.json?cachebuster=1761611259955 HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:27:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:29:06] "GET /img/element-icons/call/fullscreen.2e2c510.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:29:06] "GET /vector-icons/apple-touch-icon-180.dd87acd.png HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:29:06] "GET /img/element-icons/call/hangup.9ca0556.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:29:06] "GET /img/element-icons/mic.4c7bdcd.svg HTTP/1.1" 200 -
58.65.214.29 - - [28/Oct/2025 00:37:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:47:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 00:57:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 01:07:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 01:17:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 01:27:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 01:37:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 01:47:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 01:57:40] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [28/Oct/2025 02:07:40] "GET /version HTTP/1.1" 304 -
157.230.19.140 - - [28/Oct/2025 02:09:52] code 400, message Bad HTTP/0.9 request type ('\\x16\\x03\\x01\\x01\\x00\\x01\\x00\\x00ü\\x03\\x03')
157.230.19.140 - - [28/Oct/2025 02:09:52] "\x16\x03\x01\x01\x00\x01\x00\x00ü\x03\x03 \x11¢ô4" 400 -
157.230.19.140 - - [28/Oct/2025 02:09:52] "GET / HTTP/1.1" 200 -
157.230.19.140 - - [28/Oct/2025 02:10:16] "GET / HTTP/1.1" 200 -
157.230.19.140 - - [28/Oct/2025 02:10:17] code 501, message Unsupported method ('POST')
157.230.19.140 - - [28/Oct/2025 02:10:17] "POST /graphql HTTP/1.1" 501 -
157.230.19.140 - - [28/Oct/2025 02:10:18] code 501, message Unsupported method ('POST')
157.230.19.140 - - [28/Oct/2025 02:10:18] "POST /api HTTP/1.1" 501 -
157.230.19.140 - - [28/Oct/2025 02:10:18] code 501, message Unsupported method ('POST')
157.230.19.140 - - [28/Oct/2025 02:10:18] "POST /api/graphql HTTP/1.1" 501 -
157.230.19.140 - - [28/Oct/2025 02:10:18] code 501, message Unsupported method ('POST')
157.230.19.140 - - [28/Oct/2025 02:10:18] "POST /graphql/api HTTP/1.1" 501 -
157.230.19.140 - - [28/Oct/2025 02:10:19] code 501, message Unsupported method ('POST')
157.230.19.140 - - [28/Oct/2025 02:10:19] "POST /api/gql HTTP/1.1" 501 -
157.230.19.140 - - [28/Oct/2025 02:10:19] code 404, message File not found
157.230.19.140 - - [28/Oct/2025 02:10:19] "GET /swagger-ui.html HTTP/1.1" 404 -
157.230.19.140 - - [28/Oct/2025 02:10:20] code 404, message File not found
157.230.19.140 - - [28/Oct/2025 02:10:20] "GET /swagger/index.html HTTP/1.1" 404 -
157.230.19.140 - - [28/Oct/2025 02:10:20] code 404, message File not found
157.230.19.140 - - [28/Oct/2025 02:10:20] "GET /swagger/swagger-ui.html HTTP/1.1" 404 -
157.230.19.140 - - [28/Oct/2025 02:10:20] code 404, message File not found
157.230.19.140 - - [28/Oct/2025 02:10:20] "GET /webjars/swagger-ui/index.html HTTP/1.1" 404 -
157.230.19.140 - - [28/Oct/2025 02:10:20] code 404, message File not found
157.230.19.140 - - [28/Oct/2025 02:10:20] "GET /swagger.json HTTP/1.1" 404 -
157.230.19.140 - - [28/Oct/2025 02:10:21] code 404, message File not found
157.230.19.140 - - [28/Oct/2025 02:10:21] "GET /swagger/v1/swagger.json HTTP/1.1" 404 -
157.230.19.140 - - [28/Oct/2025 02:10:22] code 404, message File not found
